ID,LabID,LongID,Type,TAS_Class,Group,Eruption_ID,Magma,Volcano,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,SO2,Cl,Total,SiO2_n,TiO2_n,Al2O3_n,FeO_n,MnO_n,MgO_n,CaO_n,Na2O_n,K2O_n,P2O5_n,SO2_n,Cl_n,Total_n,SiO2_n_Z_score,TiO2_n_Z_score,Al2O3_n_Z_score,FeO_n_Z_score,Mn_Z_scoreO_n_Z_score,MgO_n_Z_score,CaO_n_Z_score,Na2O_n_Z_score,K2O_n_Z_score,SiO2_n_sqrt_transformed_Z_scores,TiO2_n_sqrt_transformed_Z_scores,Al2O3_n_sqrt_transformed_Z_scores,FeO_n_sqrt_transformed_Z_scores,Mn_sqrt_transformed_Z_scoresO_n_sqrt_transformed_Z_scores,MgO_n_sqrt_transformed_Z_scores,CaO_n_sqrt_transformed_Z_scores,Na2O_n_sqrt_transformed_Z_scores,K2O_n_sqrt_transformed_Z_scores,PC1_Z_scores_sqrt_transformed,PC2_Z_scores_sqrt_transformed,PC3_Z_scores_sqrt_transformed,PC4_Z_scores_sqrt_transformed,PC_n_sqrt_transformed_Z_scores,Variance_explained_percent,Minimum,25%_Quartile,Median,Mean,75%_Quartile,Maximum
SAM-431,PY-931-7,SAM-431_PY-931-7_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.02,0.1,12.07,1.29,0.04,0.24,1.53,3.73,2.56,0.04,0,0,96.621,77.65,0.11,12.49,1.34,0.04,0.24,1.58,3.86,2.65,0.05,0,0,100,0.894670852,-0.934706324,-1.012191603,-0.655849917,-0.580183184,-0.661338605,-0.499890268,-0.921760286,-0.151883793,0.89103022,-1.08020388,-1.019217543,-0.621655417,-0.410609126,-0.611161402,-0.436687246,-0.898682984,-0.072357098,-2.129888018,-0.031656033,0.41043166,0.155410821,,,,,,,,
SAM-432,PY-931-8,SAM-432_PY-931-8_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.76,0.12,12.36,1.17,0.04,0.22,1.51,3.96,2.53,0.03,0,0,96.6996,77.31,0.12,12.78,1.21,0.04,0.23,1.57,4.1,2.62,0.03,0,0,100,0.835472652,-0.90589562,-0.834541216,-0.738103174,-0.614997957,-0.682391746,-0.521220192,-0.67031289,-0.185519425,0.834274554,-1.01683567,-0.830473533,-0.739191556,-0.459632919,-0.645991351,-0.461556159,-0.629536524,-0.106547835,-2.015471217,-0.073545464,0.131571027,0.087502654,,,,,,,,
SAM-433,PY-931-9,SAM-433_PY-931-9_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.3,0.11,11.98,1.08,0.04,0.26,1.49,3.77,2.47,0.03,0,0,95.5307,77.78,0.12,12.54,1.13,0.05,0.27,1.56,3.95,2.58,0.04,0,0,100,0.917580701,-0.912283717,-0.982053643,-0.784411288,-0.524543492,-0.616852517,-0.531870547,-0.828855552,-0.226892747,0.912961846,-1.030568988,-0.987044215,-0.808145706,-0.335457099,-0.540168047,-0.474030293,-0.79828642,-0.148867823,-2.114109747,-0.102656775,0.389858412,0.117278047,,,,,,,,
SAM-434,PY-931-10,SAM-434_PY-931-10_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.61,0.12,11.94,1.24,0.04,0.21,1.43,3.8,2.61,0.02,0,0,96.0084,77.71,0.12,12.44,1.29,0.05,0.22,1.49,3.95,2.72,0.02,0,0,100,0.905568272,-0.897239075,-1.042841625,-0.686758103,-0.535477807,-0.708961443,-0.61075958,-0.82140728,-0.073433248,0.901464621,-0.998493099,-1.052002663,-0.665125262,-0.349937373,-0.691201895,-0.567642851,-0.790286732,0.006659197,-2.145523427,0.087897474,0.385096883,0.055277669,,,,,,,,
SAM-435,LL-905-1,SAM-435_LL-905-1_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.12,0.11,12.38,1.16,0.04,0.23,1.47,3.79,2.52,0.03,0,0,96.8463,77.56,0.11,12.78,1.2,0.04,0.24,1.52,3.91,2.6,0.03,0,0,100,0.880088042,-0.925814893,-0.831411675,-0.741107077,-0.578789473,-0.663135736,-0.577561847,-0.867928787,-0.206632217,0.877060516,-1.06024442,-0.827167891,-0.743600305,-0.408680256,-0.614102044,-0.527984119,-0.840371243,-0.128107006,-2.110611444,-0.053977975,0.29255179,0.183792579,,,,,,,,
SAM-436,LL-905-2,SAM-436_LL-905-2_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,76.18,0.11,12.6,1.22,0.04,0.24,1.56,3.79,2.59,0.03,0,0,98.3492,77.45,0.11,12.81,1.24,0.04,0.25,1.59,3.85,2.63,0.03,0,0,100,0.860696355,-0.921732039,-0.815502316,-0.71402843,-0.649405472,-0.652576312,-0.496806373,-0.927679836,-0.173867234,0.858472566,-1.051203718,-0.810373522,-0.704164618,-0.509786757,-0.596907684,-0.433104092,-0.905118908,-0.094681754,-2.091401045,-0.057515695,0.254982613,0.243352935,,,,,,,,
SAM-437,LL-905-3,SAM-437_LL-905-3_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.5,0.1,12.14,1.17,0.04,0.21,1.44,4.06,2.53,0.03,0,0,97.2109,77.66,0.1,12.49,1.21,0.04,0.22,1.48,4.17,2.6,0.03,0,0,100,0.897744956,-0.937668153,-1.013241228,-0.737952213,-0.634732969,-0.702379123,-0.621071126,-0.592037548,-0.207317262,0.89397413,-1.086937931,-1.020339197,-0.738970223,-0.488180833,-0.679864643,-0.580041758,-0.547374081,-0.128807812,-2.167116707,-0.065311115,0.161633177,-0.097780114,,,,,,,,
SAM-438,LL-905-4,SAM-438_LL-905-4_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.71,0.1,12.48,1.17,0.05,0.21,1.5,3.71,2.58,0.04,0,0,97.542,77.62,0.1,12.79,1.2,0.05,0.22,1.54,3.8,2.65,0.04,0,0,100,0.889389247,-0.936656535,-0.827357209,-0.741473612,-0.521011854,-0.711471159,-0.553535814,-0.982943965,-0.152341714,0.885971531,-1.084632994,-0.822886261,-0.744138851,-0.330808802,-0.69554918,-0.499523914,-0.965433714,-0.072821301,-2.155094189,-0.002333688,0.364390443,0.320734258,,,,,,,,
SAM-439,LL-905-5,SAM-439_LL-905-5_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.61,0.1,12.35,1.27,0.03,0.21,1.57,3.8,2.65,0.03,0,0,96.6189,77.22,0.11,12.78,1.31,0.03,0.21,1.63,3.93,2.74,0.03,0,0,100,0.819766676,-0.93132667,-0.834596757,-0.671775347,-0.688688598,-0.714142255,-0.454484247,-0.846640682,-0.042339291,0.819195925,-1.072572576,-0.830532205,-0.643952716,-0.569365206,-0.700191145,-0.384241229,-0.817417508,0.037701522,-2.074026105,0.040018577,0.132823518,0.231931066,,,,,,,,
SAM-440,LL-905-6,SAM-440_LL-905-6_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.68,0.11,12.3,1.18,0.04,0.21,1.56,3.97,2.54,0.03,0,0,96.6162,77.29,0.11,12.73,1.22,0.05,0.22,1.61,4.11,2.63,0.03,0,0,100,0.832276608,-0.920970929,-0.861544257,-0.731378658,-0.535160424,-0.713181341,-0.46890054,-0.661968002,-0.174269858,0.831206875,-1.049526801,-0.859023577,-0.729353306,-0.349515153,-0.698519413,-0.400820987,-0.620741664,-0.095091386,-1.995606572,-0.082273489,0.176349235,0.141900704,,,,,,,,
SAM-441,LL-905-7,SAM-441_LL-905-7_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,74.65,0.11,12.32,1.27,0.04,0.21,1.45,3.55,2.56,0.03,0,0,96.1914,77.61,0.12,12.8,1.32,0.04,0.22,1.51,3.69,2.66,0.03,0,0,100,0.887832452,-0.91401851,-0.819759378,-0.664625773,-0.576460301,-0.712582832,-0.584509258,-1.096410762,-0.136781058,0.884480254,-1.034328397,-0.814865725,-0.633916466,-0.405462299,-0.697479196,-0.536251276,-1.09060113,-0.057066771,-2.165006488,0.042930007,0.415688623,0.32855741,,,,,,,,
SAM-442,LL-905-8,SAM-442_LL-905-8_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.67,0.11,12.23,1.18,0.04,0.2,1.49,3.89,2.53,0.04,0,0,97.3704,77.71,0.11,12.56,1.21,0.04,0.2,1.53,4,2.6,0.04,0,0,100,0.905785221,-0.927548004,-0.969519119,-0.733784491,-0.610571416,-0.737540808,-0.565436585,-0.77458334,-0.205606782,0.90167231,-1.064105392,-0.973681785,-0.732868218,-0.453307264,-0.741546854,-0.513596013,-0.740160637,-0.12705813,-2.193823017,-0.071007777,0.24049365,0.082515681,,,,,,,,
SAM-443,LL-905-9,SAM-443_LL-905-9_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.48,0.1,12.13,1.13,0.05,0.19,1.45,3.82,2.57,0.02,0,0,96.9377,77.86,0.11,12.51,1.17,0.05,0.2,1.5,3.94,2.65,0.02,0,0,100,0.932228041,-0.934785512,-0.99808567,-0.763104652,-0.519939936,-0.749710006,-0.598192667,-0.831800481,-0.150331299,0.926974156,-1.080383357,-1.004151082,-0.776152919,-0.329400688,-0.763572131,-0.552583938,-0.801451363,-0.070783568,-2.23543921,0.000853814,0.340112533,0.139039758,,,,,,,,
SAM-444,LL-905-10,SAM-444_LL-905-10_R1_Reclus,Acid,Rhyolite,SAM,R1,0,Reclus,75.61,0.11,12,1.26,0.04,0.21,1.45,3.86,2.58,0.04,0,0,97.1415,77.83,0.11,12.35,1.3,0.04,0.21,1.49,3.97,2.66,0.04,0,0,100,0.927297214,-0.918485707,-1.096146589,-0.680523762,-0.631756526,-0.718906278,-0.605963285,-0.804205231,-0.140893128,0.922257938,-1.044069379,-1.109178539,-0.656292023,-0.483838244,-0.708509554,-0.56188876,-0.771838691,-0.061226159,-2.231605201,0.011062496,0.325158565,-0.011801508,,,,,,,,
SAM-445,LL743-1,SAM-445_LL743-1_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,74.83,0.13,12.12,0.88,0.04,0.26,1.12,4.21,1.81,0.04,0,0,95.4507,78.4,0.14,12.7,0.93,0.04,0.27,1.18,4.41,1.9,0.04,0,0,100,1.027290493,-0.869486497,-0.883709376,-0.916186537,-0.577630673,-0.610479567,-0.954611788,-0.345293353,-1.011667054,1.017734016,-0.941605416,-0.882495528,-1.017497673,-0.407078401,-0.530265543,-1.004366444,-0.293092835,-1.016312547,-2.247110613,-0.73558405,0.216250743,-0.517673343,,,,,,,,
SAM-446,LL743-2,SAM-446_LL743-2_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,75.55,0.15,11.95,0.94,0.04,0.25,1.32,4.41,1.74,0.04,0,0,96.3723,78.4,0.15,12.4,0.97,0.04,0.26,1.37,4.58,1.8,0.04,0,0,100,1.026680667,-0.831260529,-1.066306765,-0.887943798,-0.638504517,-0.639425656,-0.744200659,-0.171260189,-1.118799423,1.017152789,-0.867461142,-1.077147045,-0.970801406,-0.4937028,-0.575770285,-0.73120026,-0.117818512,-1.146210666,-2.177047504,-0.975110809,0.140400361,-0.62870913,,,,,,,,
SAM-447,LL743-3,SAM-447_LL743-3_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,74.84,0.14,11.83,1.04,0.04,0.24,1.11,4.3,2.24,0.04,0,0,95.8138,78.11,0.15,12.35,1.08,0.04,0.25,1.16,4.49,2.34,0.05,0,0,100,0.976200719,-0.848372854,-1.098711238,-0.817968894,-0.647730858,-0.649146755,-0.975592783,-0.265828162,-0.506670565,0.96899555,-0.90009701,-1.111934505,-0.859507062,-0.507303807,-0.591366165,-1.032765927,-0.212657433,-0.443171192,-2.236278629,-0.203045517,0.148196054,-0.638000576,,,,,,,,
SAM-448,LL743-4,SAM-448_LL743-4_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,77.04,0.15,12.68,1.02,0.03,0.24,1.33,4.51,1.83,0.03,0,0,98.8703,77.92,0.15,12.83,1.03,0.03,0.25,1.34,4.56,1.86,0.03,0,0,100,0.942791646,-0.836171211,-0.803219792,-0.848580525,-0.677730296,-0.656090347,-0.770246315,-0.1900865,-1.060815583,0.93707514,-0.876739161,-0.797419399,-0.907463132,-0.552479467,-0.602607388,-0.763946831,-0.136623457,-1.075498379,-2.067975806,-0.884917694,-0.01092667,-0.510149099,,,,,,,,
SAM-449,LL743-5,SAM-449_LL743-5_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,76.36,0.19,11.96,1.24,0.04,0.26,1.39,4.46,1.51,0.03,0,0,97.4501,78.36,0.2,12.28,1.28,0.04,0.27,1.43,4.58,1.55,0.03,0,0,100,1.01994286,-0.738589115,-1.142551989,-0.693655295,-0.588679349,-0.613340639,-0.675726496,-0.171608182,-1.415325871,1.010730098,-0.703696,-1.159118234,-0.674936916,-0.422422302,-0.53470328,-0.646417436,-0.118165775,-1.524429958,-1.988057273,-1.317001814,0.356319578,-0.780774161,,,,,,,,
SAM-450,LL743-6,SAM-450_LL743-6_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,76.28,0.16,11.84,1.01,0.04,0.25,1.26,4.34,1.59,0.02,0,0,96.7899,78.81,0.17,12.24,1.04,0.04,0.25,1.3,4.48,1.65,0.02,0,0,100,1.100168244,-0.804627409,-1.165471906,-0.843455919,-0.636602153,-0.643343565,-0.814448643,-0.27142593,-1.299049338,1.087102025,-0.818290177,-1.183840683,-0.899358336,-0.490914812,-0.582036268,-0.820178156,-0.218301107,-1.372604591,-2.271556293,-1.135653685,0.313279923,-0.729538107,,,,,,,,
SAM-451,LL743-7,SAM-451_LL743-7_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,77.41,0.15,12.19,0.9,0.04,0.26,1.3,4.53,1.62,0.03,0,0,98.4418,78.64,0.15,12.38,0.92,0.05,0.27,1.32,4.6,1.65,0.03,0,0,100,1.068854131,-0.840260786,-1.075885454,-0.922926773,-0.538141431,-0.618696364,-0.790744107,-0.141451899,-1.301388935,1.057318332,-0.884518848,-1.087422391,-1.028806107,-0.353485404,-0.543045046,-0.789918401,-0.088119619,-1.375612607,-2.19289493,-1.162194467,0.25244498,-0.67829497,,,,,,,,
SAM-452,LL743-8,SAM-452_LL743-8_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,76.65,0.15,12.36,1,0.03,0.25,1.22,4.44,1.85,0.03,0,0,97.9832,78.23,0.16,12.62,1.02,0.03,0.26,1.24,4.53,1.89,0.03,0,0,100,0.996736365,-0.823434322,-0.933775021,-0.855814964,-0.690725487,-0.637387467,-0.881499837,-0.222562511,-1.02472613,0.988596936,-0.852814684,-0.935636533,-0.918958672,-0.572527627,-0.572520931,-0.907130008,-0.169150197,-1.031972794,-2.18060566,-0.793363386,0.080849247,-0.633644742,,,,,,,,
SAM-453,LL743-9,SAM-453_LL743-9_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,76.06,0.18,11.89,1.05,0.03,0.27,1.41,4.26,1.66,0.03,0,0,96.8492,78.54,0.18,12.28,1.08,0.03,0.28,1.46,4.4,1.72,0.03,0,0,100,1.051486882,-0.768712856,-1.142513396,-0.817439346,-0.684424111,-0.593404094,-0.640421857,-0.352920302,-1.220569341,1.040785367,-0.754778078,-1.159076638,-0.858686962,-0.562768586,-0.504041473,-0.603414616,-0.300849267,-1.272761445,-2.148062001,-1.120116925,0.292190554,-0.601165257,,,,,,,,
SAM-454,PY642-1,SAM-454_PY642-1_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,76.78,0.17,11.81,1.04,0.03,0.24,1.31,4.47,1.79,0.03,0,0,97.6725,78.61,0.18,12.09,1.06,0.03,0.25,1.34,4.58,1.83,0.03,0,0,100,1.064784765,-0.783402035,-1.254174817,-0.830674751,-0.671044779,-0.648669572,-0.774040219,-0.171690762,-1.090711973,1.053445378,-0.780391681,-1.279878076,-0.879279841,-0.542281213,-0.590596771,-0.768740437,-0.118248183,-1.111835419,-2.225305933,-0.926213015,0.227199707,-0.781223918,,,,,,,,
SAM-455,PY642-2,SAM-455_PY642-2_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,77.97,0.18,12.07,1.29,0.03,0.3,1.38,4.22,1.6,0.04,0,0,99.0788,78.7,0.18,12.18,1.3,0.03,0.3,1.39,4.26,1.61,0.04,0,0,100,1.079897758,-0.765341408,-1.200612225,-0.677393765,-0.719949587,-0.549961309,-0.719346548,-0.502904872,-1.336180932,1.067826058,-0.748966617,-1.221818204,-0.651869805,-0.618762595,-0.439221765,-0.700211073,-0.454708211,-1.42056685,-2.1822839,-1.194774795,0.472803285,-0.694100309,,,,,,,,
SAM-457,PY642-4,SAM-457_PY642-4_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,75.64,0.15,11.51,1.02,0.04,0.28,1.34,4.45,1.65,0.04,0,0,96.1072,78.71,0.15,11.98,1.06,0.04,0.3,1.39,4.63,1.71,0.04,0,0,100,1.081072538,-0.82807861,-1.325100005,-0.83185972,-0.598604693,-0.564603033,-0.717181989,-0.119923198,-1.224587628,1.068943586,-0.86148579,-1.357082736,-0.881133327,-0.436343783,-0.460776766,-0.697523986,-0.066727119,-1.277824611,-2.179890406,-1.110827288,0.340673115,-0.830574732,,,,,,,,
SAM-458,PY642-5,SAM-458_PY642-5_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,75.08,0.14,11.77,1.13,0.04,0.27,1.29,4.52,1.59,0.04,0,0,95.8655,78.31,0.15,12.28,1.18,0.04,0.28,1.35,4.71,1.66,0.04,0,0,100,1.012013694,-0.842648165,-1.138651779,-0.755059219,-0.649317247,-0.589464362,-0.765634708,-0.030157875,-1.283357428,1.003169761,-0.889083079,-1.154915051,-0.764191887,-0.509655834,-0.498052996,-0.758128202,0.021960826,-1.352477525,-2.0827824,-1.149068907,0.191426221,-0.858125671,,,,,,,,
SAM-459,PY642-6,SAM-459_PY642-6_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,76.08,0.14,12.19,0.98,0.03,0.27,1.33,4.49,1.78,0.04,0,0,97.316,78.18,0.14,12.52,1.01,0.03,0.27,1.37,4.61,1.83,0.04,0,0,100,0.987994917,-0.854374957,-0.992006271,-0.863522576,-0.677297657,-0.607189215,-0.744193113,-0.132711589,-1.094338719,0.980254963,-0.91175218,-0.997661993,-0.931276653,-0.551817166,-0.52517771,-0.731190813,-0.079428844,-1.116261062,-2.122054722,-0.95018071,0.063849658,-0.63353341,,,,,,,,
SAM-460,PY642-7,SAM-460_PY642-7_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,74.86,0.14,11.68,0.98,0.04,0.24,1.33,4.6,1.61,0.03,0,0,95.4962,78.39,0.15,12.23,1.03,0.04,0.25,1.39,4.82,1.69,0.03,0,0,100,1.024841279,-0.848003175,-1.17058548,-0.853075418,-0.642156219,-0.646467574,-0.718826568,0.082618965,-1.25355561,1.015399581,-0.899382778,-1.189361574,-0.914598042,-0.49907011,-0.587051507,-0.699565398,0.132245499,-1.314479638,-2.133973963,-1.158044739,0.07959771,-0.841742976,,,,,,,,
SAM-461,PY642-8,SAM-461_PY642-8_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,75.69,0.17,12.63,0.99,0.05,0.24,1.52,4.33,1.62,0.04,0,0,97.2801,77.81,0.18,12.98,1.02,0.05,0.25,1.56,4.45,1.66,0.04,0,0,100,0.922428467,-0.783204059,-0.708304444,-0.855891123,-0.511523328,-0.646062177,-0.522931445,-0.303386169,-1.283586733,0.917600267,-0.780043222,-0.697654018,-0.919080028,-0.318387993,-0.586399733,-0.463557886,-0.25058829,-1.352771043,-1.87019502,-1.225871204,0.151761458,-0.262479348,,,,,,,,
SAM-462,PY642-9,SAM-462_PY642-9_MB1_Burney,Acid,Rhyolite,SAM,MB1,0,Burney,75.76,0.18,11.81,1.03,0.03,0.3,1.43,4.45,1.55,0.04,0,0,96.5662,78.45,0.18,12.23,1.07,0.04,0.31,1.48,4.6,1.6,0.04,0,0,100,1.036241392,-0.766201321,-1.172963459,-0.826165798,-0.654028693,-0.546467044,-0.616881366,-0.142024654,-1.350098295,1.026263685,-0.750446537,-1.191929611,-0.872241919,-0.516664824,-0.434119581,-0.57499921,-0.088689404,-1.4386675,-2.051436399,-1.295779713,0.25798524,-0.753276062,,,,,,,,
SAM-463,CE236-1,SAM-463_CE236-1_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,75.75,0.23,12.28,1.37,0.04,0.31,1.59,4.49,1.55,0.03,0,0,97.639,77.58,0.24,12.58,1.41,0.04,0.32,1.63,4.6,1.59,0.03,0,0,100,0.882352132,-0.652812204,-0.955376985,-0.611059775,-0.64470102,-0.527069611,-0.451025895,-0.149188493,-1.368634952,0.879229905,-0.567400056,-0.958618642,-0.5600404,-0.50282272,-0.406080483,-0.380273668,-0.095818957,-1.462882753,-1.651504456,-1.345914564,0.229127877,-0.65336162,,,,,,,,
SAM-464,CE236-2,SAM-464_CE236-2_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,77.64,0.23,12.72,1.22,0.05,0.33,1.73,4.56,1.53,0.04,0,0,100.044,77.6,0.23,12.72,1.22,0.05,0.33,1.73,4.56,1.53,0.04,0,0,100,0.886801445,-0.673812332,-0.871946604,-0.73056596,-0.477104114,-0.498835365,-0.339438198,-0.192594413,-1.430669133,0.883492592,-0.599640944,-0.870035071,-0.728167191,-0.274130661,-0.366091473,-0.254219047,-0.139131328,-1.544831877,-1.59016283,-1.467470999,0.313012946,-0.451270207,,,,,,,,
SAM-465,CE236-3,SAM-465_CE236-3_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,77.52,0.2,12.43,1.21,0.04,0.26,1.58,4.5,1.65,0.03,0,0,99.409,77.98,0.2,12.51,1.21,0.04,0.26,1.59,4.52,1.66,0.03,0,0,100,0.953063356,-0.731901131,-1.000725988,-0.733295605,-0.62737039,-0.629734581,-0.49132204,-0.227344045,-1.282265563,0.946893287,-0.692602291,-1.006970132,-0.732153516,-0.477463175,-0.560382801,-0.426739568,-0.173948621,-1.351080149,-1.889482898,-1.242794367,0.205867665,-0.534083134,,,,,,,,
SAM-466,CE236-4,SAM-466_CE236-4_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,76.65,0.21,12.02,1.21,0.03,0.24,1.6,4.55,1.57,0.03,0,0,98.103,78.13,0.21,12.25,1.23,0.03,0.25,1.63,4.64,1.6,0.03,0,0,100,0.979901674,-0.703980127,-1.158295314,-0.721708602,-0.699065147,-0.651433472,-0.452799461,-0.106950778,-1.358543291,0.972529212,-0.647188557,-1.176095625,-0.715280143,-0.585555204,-0.595058758,-0.382307904,-0.053859774,-1.449684343,-1.934955535,-1.365466468,0.159840495,-0.70516665,,,,,,,,
SAM-467,CE236-5,SAM-467_CE236-5_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,77.77,0.22,12.46,1.37,0.04,0.33,1.76,4.34,1.64,0.04,0,0,99.966,77.79,0.22,12.47,1.37,0.04,0.33,1.76,4.34,1.64,0.04,0,0,100,0.920037117,-0.682126947,-1.026224901,-0.635080565,-0.578931005,-0.500196237,-0.304372798,-0.414590908,-1.310073094,0.915312286,-0.61259626,-1.034220232,-0.592887508,-0.408876019,-0.367997381,-0.215363329,-0.363804619,-1.386794168,-1.704556172,-1.326432825,0.42578531,-0.415275665,,,,,,,,
SAM-468,CE236-6,SAM-468_CE236-6_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,77.35,0.2,12.48,1.35,0.05,0.29,1.57,4.59,1.64,0.03,0,0,99.545,77.7,0.2,12.54,1.36,0.05,0.29,1.58,4.61,1.64,0.03,0,0,100,0.904724043,-0.723758095,-0.98229351,-0.64034903,-0.525279883,-0.576914319,-0.506111242,-0.137256356,-1.30328749,0.90065641,-0.679210054,-0.987300032,-0.600152172,-0.336428074,-0.479126807,-0.443924849,-0.08394687,-1.378054949,-1.715419178,-1.245452581,0.289605318,-0.607120737,,,,,,,,
SAM-469,CE236-7,SAM-469_CE236-7_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,74.9,0.13,12.02,0.83,0.02,0.17,1.08,3.49,4,0.02,0,0,96.645,77.5,0.13,12.44,0.85,0.02,0.17,1.12,3.61,4.13,0.02,0,0,100,0.869245355,-0.876960082,-1.042069812,-0.962799718,-0.917686721,-0.792687552,-1.017750453,-1.181735347,1.550521392,0.866668857,-0.956651952,-1.051176276,-1.097083199,-0.991772472,-0.844518302,-1.090533249,-1.185942298,1.462014204,-2.737701381,1.579827176,-0.069608761,0.256126614,,,,,,,,
SAM-470,CE236-8,SAM-470_CE236-8_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,76.62,0.23,12.42,1.22,0.04,0.33,1.74,4.49,1.68,0.04,0,0,98.823,77.53,0.24,12.57,1.24,0.04,0.34,1.76,4.55,1.7,0.04,0,0,100,0.873699895,-0.65014861,-0.962161993,-0.717762005,-0.58565621,-0.489451949,-0.30311431,-0.202500243,-1.235022944,0.870938598,-0.563358335,-0.965843797,-0.709561465,-0.418208063,-0.353007486,-0.213975271,-0.149043455,-1.2909977,-1.612154523,-1.258966016,0.241385335,-0.473520346,,,,,,,,
SAM-471,CE236-9,SAM-471_CE236-9_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,76.66,0.22,12.13,1.18,0.04,0.29,1.62,4.4,1.48,0.04,0,0,98.047,78.19,0.22,12.37,1.21,0.04,0.29,1.65,4.49,1.5,0.04,0,0,100,0.989742983,-0.679329919,-1.083503046,-0.738140858,-0.607539711,-0.572544938,-0.425529463,-0.266125257,-1.462694713,0.981923355,-0.60822574,-1.095598648,-0.739246811,-0.448990836,-0.472590109,-0.351138663,-0.21295688,-1.587705443,-1.865269388,-1.483356431,0.340969695,-0.584075817,,,,,,,,
SAM-472,CE236-10,SAM-472_CE236-10_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,76.56,0.13,11.9,0.87,0.03,0.17,0.99,3.33,3.95,0.02,0,0,97.936,78.17,0.13,12.15,0.89,0.03,0.17,1.01,3.4,4.03,0.02,0,0,100,0.987005621,-0.874096571,-1.219856064,-0.939413793,-0.73752138,-0.791220897,-1.142751697,-1.405290258,1.433076782,0.979310709,-0.95086404,-1.242653724,-1.056745751,-0.64738716,-0.841668104,-1.267778131,-1.440985296,1.366128048,-2.867733896,1.594395981,0.409514842,0.27193776,,,,,,,,
SAM-473,CE236-11,SAM-473_CE236-11_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,76.99,0.22,12.44,1.29,0.03,0.29,1.65,4.67,1.52,0.03,0,0,99.135,77.66,0.22,12.55,1.3,0.03,0.3,1.66,4.71,1.53,0.03,0,0,100,0.897184751,-0.680273164,-0.974022539,-0.678505733,-0.677611101,-0.565460304,-0.410827161,-0.036208703,-1.430751394,0.893437675,-0.609698204,-0.978481401,-0.653439891,-0.552296967,-0.462047755,-0.334429603,0.016008175,-1.544941499,-1.706143867,-1.459676445,0.1147377,-0.686878618,,,,,,,,
SAM-474,CE236-12,SAM-474_CE236-12_MB2_Burney,Acid,Rhyolite,SAM,MB2,0,Burney,77.65,0.24,13.05,1.37,0.02,0.36,1.8,4.44,1.63,0.04,0,0,100.607,77.18,0.24,12.97,1.36,0.02,0.36,1.79,4.42,1.62,0.04,0,0,100,0.812373082,-0.652793771,-0.718456302,-0.637467108,-0.811119243,-0.449334901,-0.271339208,-0.339669248,-1.330003598,0.812094643,-0.56737205,-0.708296054,-0.596175572,-0.775200397,-0.298157737,-0.179074542,-0.287377361,-1.412554545,-1.586544957,-1.376517433,0.045083172,-0.397101155,,,,,,,,
